,date,developerResponse,review,rating,isEdited,title,userName
36,2021-05-01 19:48:15,,Vice used to be full of cutting edge journalism and a maturity that is lacking in so many newer news organizations.  What happened?!  It’s turned into a waste bin of mediocre and irrelevant coverage.  I literally think my IQ is reduced with every article or show consumed. I’m done.,1,False,If I could give less than one star,poodle-lover
37,2022-01-22 13:48:11,,Why is it not possible for the screen to rotate to landscape??,4,False,"Great stories, poor tech",nolandscapemodereally
38,2023-08-28 22:14:23,,This app doesn’t work or allow to to create an account or sign in and from the reviews it looks like this has been a problem for years. Why not fix it or just don’t have an app? Thanks,1,False,Does Not Work,jolyrobb
39,2023-08-25 18:32:05,,Love the articles and your perspectives. Thanks keep up the good work.,5,False,Best reads on any app,gggeeevvveeerrr
40,2021-05-28 22:56:26,"{'id': 23334064, 'body': 'Hi ekblkc - the app supports dynamic text so if you need to bump up the font size you can do this through the iOS Accessibility settings.', 'modified': '2021-06-11T17:34:25Z'}",I love the articles and the diversity of topics but the font is so small I can’t read it!!!,2,False,Good information but,ekblkc
41,2023-06-18 19:23:23,,"Don’t even bother, just wait until another streaming channel has it. Too many ads, constantly black screen. Unwatchable. App hasn’t been updated a while. Just not worth the download.",1,False,Worst app ever,Limabean74
42,2021-12-30 03:17:10,,"I love when videos autoplay while I’m trying to read a news article. It’s especially welcome when I’m listening to music or a podcast, and the Vice app stops those from playing.",1,False,Autoplay,Uncle Herniation
43,2021-06-04 13:16:08,,The content is great but I can’t use the app for more than 15 minutes without it crashing my poor phone and draining nearly 15% of my battery.,1,False,Completely unusable,Alex Ya Palex
44,2023-02-26 07:32:49,,"Tabs don’t work. Articles don’t open. Can’t search for keywords. Even creating an account was a nightmare. What’s going on, doesn’t Disney have some money? The app is unusable",1,False,Disappointing,Pcogliat
45,2022-02-10 22:00:11,,"Why is the sound editing so F’d? 
The background “music” noise is louder than the voice of the correspondent.  Prime examples are the “Riker Island” story on February 9.  The noise was ear-piercing.   The “women under the taliban” episode was impossible to the hear Isobel Yeung’s soft voice.",1,False,Horrible sound editing,fix sound editing
46,2021-11-08 18:17:59,,Nice work. Love getting my life updates from you.,4,False,Awesome,djdonjon187
47,2022-12-15 00:54:07,,"Great content, great company but the app is TRASH! How about an update? Or how about spend the money on an actual app that works. I don’t want to watch videos on your tv app, I want to read.",1,False,App barely works,Baba Ganoush666
48,2023-03-14 16:09:53,,"Won’t let me log in using a regular email login. It lets me log in on a browser just fine, so this app is the problem",1,False,It won’t let me log in,YoureTheJuanNeo
49,2021-12-05 18:10:57,,I open it and it’s a black screen. I’ve updated snd updated and updated… I used to read these articles all the time. Annoyed.,1,False,App doesn’t work,AprilBHK
50,2023-01-06 17:20:53,,99% of the time I use my iPad in landscape mode and only 1% of the time in portrait. Seriously Vice…why can’t I read your app the way *I* want to read it?,1,False,Sigh…no iPad landscape mode? Seriously?,sborsch
51,2022-04-19 14:26:18,,Vice’s app causes my iPhone battery to overheat and crash my phone. Extremely buggy app. I have deleted it and won’t use again.,1,False,Buggy,frjeffgatlin
52,2020-08-18 00:32:52,,The app is great but they should implement dark mode,5,False,Dark mode,pito00772
53,2023-03-28 16:27:49,,Will not allow me to create account to save articles. No matter what email I use. App has good articles and set nicely. But cannot save anything.,1,False,No acct created,cfllibertywarrior
54,2022-12-01 08:54:45,,"search function never works. i’ll see an embedded link in a vice article that connects to another, and try to move from twitter to the vice app to read more. but then can’t even search for it because it’s an infinite search loop. also the app just looks like a crappy reskinned ios 6 web browser",1,False,search,matthew276541&2@49
55,2022-11-22 22:38:04,,"the app won't open, and previously wouldn't allow me to save articles, nor were the same articles available as online",2,False,"love vice news, read articles daily online.... but",dude8756
56,2023-05-08 19:04:19,,I’m no republican but this app is slanted to far to the left it can’t be taken seriously. Why contribute to the bias when you can rely on facts? Very disappointing.,1,False,Vice app,zoosh11
57,2022-09-27 23:15:00,,Don’t waste your life reading the drivel they publish. Doing literally anything else would be a better use of your time.,1,False,Disgustingly biased.,Doctrev
58,2021-05-01 19:55:03,,What happened?,1,False,It was great until about 2 weeks ago,rosybeets
59,2022-02-04 14:41:07,,Your $20 million festival there is the ultimate hypocrisy there! And you thought having the vendors sign non-disclosure agreements would cover your immortality!,1,False,Stop supporting the Saudi Arabian government!,SDRICKY
60,2020-08-12 20:28:53,"{'id': 17332326, 'body': ""Thanks Nth1a - we're hoping to address this at some point.  Unfortunately, we weren't able to prioritize this for launch."", 'modified': '2020-08-17T17:17:10Z'}",New version needs landscape for iPad.,3,False,Vice media,Nth1a
61,2022-10-21 13:17:44,,Please spend the money and pay for a good app developer… it’s 2022 and you’re a successful company. What gives…?,1,False,Vice really?,chris5764774764754
62,2022-01-13 21:03:56,,Please make a dark mode!,5,False,"Great! Dark Mode, PLEASE!",Avery Studios
63,2017-10-22 01:41:22,,"Okay so I LOVE Vice. I obsessively check this app and I love reading everything on it.  Probably my favorite news source. HOWEVER, there is a lot of stuff wrong with the app. One thing that really bothers me is that images and embedded tweets NEVER load, which can make a story confusing if the image/tweet was essential to the readers' understanding. I also wish there was a search bar so I could search for specific things without having to go to the website. Another issue that I've been having a lot is that every time I leave the app and then come back, the app freezes and I have to close it and then come back and then I lose my place in whatever I was reading, but I'm not sure if that's a widespread problem or just an issue for me.",3,False,"Love Vice, don't love the app",halfengraved
64,2023-07-12 02:51:55,,"Greed Seeding

Love the app by the way!",5,False,Terminology Coinage,Prosperous_Seeds
65,2022-07-09 20:09:55,,App overheats my SE and causes crashes,1,False,"Great news,poor app",cc8507
66,2022-01-29 16:34:23,,"I’m not going to establish an account for every goddam app I use. Sayonara, privacy invaders.",1,False,"Bye bye, Vice",Al Redondo
67,2020-11-25 21:40:38,"{'id': 19681120, 'body': 'This app is free.  Please write to us at app@vice.com and let us know if we can help clarify.', 'modified': '2020-12-10T20:22:04Z'}","1) letting me know in advance and 
2) telling me the price!
REFUND! I’m so cranky about this",1,False,Noooo! Don’t charge for the app w/o,cranky law librarian in DC
68,2021-07-29 00:52:53,,Title,1,False,Needs landscape view,Shade711
69,2023-02-05 03:33:42,,I got this app and it olmost broke my iPhone6 DO NOT GET I WARN YOU,1,False,Was close to brake my phone,cwliltex
70,2021-04-20 04:06:37,,Great App,5,False,VICE NEWS,Nick The Greek Geek
71,2023-08-16 15:00:32,,Why did you sellout for oil money?,1,False,Sellout,L4nce77
72,2018-07-18 22:06:17,,Huge fan of Vice and I enjoy all different forms of their content. Although this app has been a huge disappointment. I had convinced myself that it would start working well after one more update. Many updates later I’m about to give up on it. The social media posts like twitter that they embed in the stories never show up. There’s always just a blank space. I’m really not sure how this hasn’t been addressed.,3,False,"Vice is great, their app, not so much",J McCann
73,2019-02-11 02:20:20,"{'id': 7844949, 'body': 'Hi Ohwhocaresstop - we just released an update 2.2.6 which should fix the Read Popular issue.  Sorry about that!', 'modified': '2019-03-21T20:53:07Z'}","The new version of the app is almost unusable. It seems like the Vice app always had issues with embedded items like photos, videos, and social media content loading correctly inside articles, but the newest update appears to have fixed most of that. (Mostly.) Unfortunately, now the “Popular” tab fails to load more than two stories. The “Latest” tab usually works. (Usually.)  The redesign is definitely not visually appealing. A step backwards from the old layout and design hierarchy. The lack of functionality and the lackluster design is disappointing because the content is usually worthwhile. Maybe on the next update? I’m hopeful.",2,False,Desperately need another update,Ohwhocaresstop
74,2018-05-10 23:40:10,,"I like the app, and I've been using it for a year or two now. There is one thing that frustrates me. I'm not sure about other devices, but on iPhone, about 80% of the images contained in all of the articles are blank. It is really dissatisfying particularly when a majority of an article's content revolves around its images.  
For the extended amount of time I've been using your app, I've always expected an update to fix this issue. As I sit here and wait, I figured ought to at least bring it to your attention.",4,False,Nice content but needs update for iPhone,BeSolow
75,2019-04-30 18:07:13,"{'id': 8467251, 'body': ""Hi Delta67375 - thanks for the feedback. We'll look into these. Can you please send screenshots of the pop up ads to app@vice.com? There should be no pop up ads anywhere in our apps - we don't serve them."", 'modified': '2019-05-01T23:55:57Z'}","This has been an issue with almost every iteration of this app, but it seems to be worse now. The top list of stories rarely works and mostly just perpetually loads. If you go out of the app for a second, say to reply to or read a text, then the app crashes and makes you scroll through to find your story again and your spot within the story. Even if you don’t switch out of the app it will sometimes crash mid story. Additionally, there are pop up ads that seems to appear without rhyme or reason and take over the screen. I like vice articles, but I am seriously considering ditching the app.",1,False,Crashes more than it works,Delta67375
76,2014-12-24 03:44:15,,"I follow Vice frequently and like having the mobile friendly-app. All and all I like the design and layout. However, I noticed that there is for some reason no spaces between two words fairly often. At first I thought it was just a bad typo but it was occurring in every story I read, about twice per paragraph. I don't why this is but I might just stick to reading on Safari until I or Vice finds away to fix this.",4,False,"Good app, one bug",G dog and money griff meister
77,2014-04-13 01:38:17,,"So, Vice does great stories, especially their HBO series. The app works well for me. One issue, would rather right-swipe to go back to the article list, instead of going to the previous article. Also, if you accidentally start to page left or right, your current article jumps to the top and you lose your place. Minor issue, thanks for the great stories.",5,False,Great content,Juice McPatterson
78,2016-06-17 13:38:01,,"Vice used to be filled with good quality journalism and interesting stories. Vice has steadily gone down hill and finally crashed and burned. Apparently they'll accept a story from any millenial with a word pad program. Spelling and grammatical errors are constant, and bias bleeds through like a gunshot wound on a white t-shirt. Old version of the app used to allow you to 
at least search for the decent stories left. New version blows. May as well download the cnn app. It's about the same quality and bias. 0 out of 10 will not use again.",1,False,I wish there was an option for negative star ratings,Tilecruncher
79,2019-12-03 04:47:33,"{'id': 17332416, 'body': ""Hi Hippie83 - we've just rolled out complete rewrite.  Please update the app to the latest release and let us know if your issues have been addressed!"", 'modified': '2020-08-17T17:24:12Z'}","Last update I stated how much I love Vice but the app has been unusable for over 6 months now. Not clunky, not glitchy...unusable. CONTENT WILL NOT LOAD! Also stated I was giving it one more update to correct issue (there’s been 4 total). I’m done with the app. Maybe someday down the road Vice will pay more attention to their reviewers...I’m certainly not the only one with this issue. At this point it’s wasting space in my news folder. Again...totally dig Vice but don’t waste your time with this poor excuse of an app. Horrible representation of the organization as a whole.",1,False,3rd review...I’m done,Hippie83
80,2014-07-11 03:04:45,,"I've been reading Vice for years now and I've always had a great appreciation for what they represent, the news they report, and majority of the articles they post in general. However, as far as the app goes the MOST annoying thing is if I accidentally move my finger slightly left or right when scrolling down (as if changing articles, but not) it'll start me at the top of the article.",3,False,love vice but app needs improving,sprbbmoon
81,2013-12-17 08:53:45,,This app is great so far! I really appreciate the non-traditional approach to news that vice brings to its readers. Most of their journalists seem to immerse themselves in their work which makes for some great literature. Risky stories and interviews are a couple of reasons why vice is one of my go to sources for news. Not to mention it is a really enjoyable break from the everyday news you would regularly see. Download this app!,4,False,Vice app review,JordanG91.
82,2016-11-21 06:48:01,,"This network flew under ""my radar"" of expectations for a while because I didn't know what to expect but I resorted to downloading it anyways because curiosity got the best of me. And I can say that I IMPRESSED! 😭👍🏾. The articles, stories & documentaries will captivate anyone like myself who's always looking to learn things ""outside the box"" 💯👏🏾👏🏾👏🏾",5,False,Good reads even better videos,Hoofakid87
83,2016-11-13 14:58:37,,"I enjoy the app content, but it crashes within a few minutes of opening the app which is so frustrating when in the middle of reading something. There's also a weird lag and freeze when scrolling through the list of articles, and the article formatting is messed up, with the pull quote hypertext visible.",3,False,Crashes often,KMR607
84,2017-07-19 23:18:09,,"I LOVE Vice News. I was hoping I could use this app to locate my favorite clips and share them online. Unfortunately, that's not possible. There seems to be no way to share a clip at all.

Worse, there is no way to end the current video and return to the menu. Seriously, I couldn't do it. The icon that seems to be designed for that purpose simply doesn't work.

Very disappointing from one of my favorite media companies.",1,False,Can't even return from a currently playing video to the main menu,Egersh
85,2016-02-10 00:25:47,,"I love Vice, always have, and I've loved their app up until recently. Every time I am reading an article, I am interrupted by a video ad that I never even pressed play on. Furthermore there seems to be some issues with certain words getting cut off or omitted from the articles, and doesn't seem to be the case with their website version of the same article. I really want to like the app, but those two issues are killing it for me. Please fix!",2,False,VIDEO ADS ARE KILLING ME!,Trevymalone
86,2013-08-08 10:18:20,,"The app is pretty convenient, the videos load slowly if you don't have a great Internet connection. The formatting for everything is great, the one irritating thing is the subtitles don't show up on videos. Normally this wouldn't be a huge deal but with how often foreign people are interviewed It makes a pretty big difference.",4,False,"Pretty good, needs subtitles",Taste the Berney
87,2018-09-11 16:53:11,"{'id': 6244322, 'body': ""Hey there - please update to the most recent version.  We've fixed this issue."", 'modified': '2018-12-05T00:29:34Z'}",I'm having the same problem with my iPhone and no pictures load just a white part of the screen and I like this app as being one of my main sources of news so we would all love it you could fix this problem thank you love the app,3,False,"Need to fix imbedded pictures or media, can't see anything",Mr.Field13
88,2016-06-15 18:35:11,,"In the last version of the app, this pop up was simply annoying, but we were able to exit out rather quickly.

Now, it is impossible to close this video and have to completely shut down the app, making this app completely useless due to the fact that this video pops-up for every single article we try to access. 

Hint: We want to read your content. Not watch stupid pop-up videos that crash the app.",1,False,Get rid of your annoying Haiti pop-up vid.,J Spot
89,2015-06-14 21:29:24,,"So much more convenient than trying to read pieces in the mobile browser. It's great being able to access it easily anywhere. A bookmark function would be cool, though, so I could come back to pieces later or save my favorites.",5,False,A+,tbaumel
90,2016-08-03 20:29:02,,Whenever I try to view the videos category on the app it crashes and returns me to my home screen. I did not have this issue last week on an iPhone 6 Plus but now that I've upgraded my phone to the 6s plus and updated to the newest software the app doesn't work. Automatically crashes upon trying to open the videos category. I'm a big proponent of why fix what's good enough and with the case of the vice app and its recent update/restructure its no different,1,False,Critical Bug on IPhone 6s Plus,Ryleyd23
91,2014-04-26 10:32:06,,"Pretty good app, coverage can sometimes be one sided, coming from a person who likes to understand all points of view, but for the most part not choked with opinion and worthless topics for ratings... btw I don't know if it's just me but when I try swiping up or down with the touch screen it likes to open the side menu?",4,False,Good,blackchix
92,2019-11-13 15:14:34,"{'id': 17332426, 'body': ""Hi Weon - we've just rolled out complete rewrite. Please update the app to the latest release and let us know if your issues have been addressed!"", 'modified': '2020-08-17T17:26:06Z'}",I have been a fan of Vice for many years now. As they are one of the newer media outlet’s and love to bill themselves as “hip” I would have thought that they would prioritize creating a working app. However this one barely functions. Videos/pictures don’t load and the feed does not refresh with new content for days and even weeks at a time. At this point my app hasn’t worked for a month. All it loads is a white screen.,1,False,Expected More From Vice,Weon de Chile
93,2019-06-26 20:47:05,,"The app is so clunky! You open the app, click on an article and you’re bumped to somewhere and you can’t find your way back. Clicking further just opens articles in Safari. You can not navigate backwards. Hello that is so dated. But Vice isn’t known for its tech. Vice was outrageous, offensive and encouraging before apps was even a thing. I’m 4-stars happy that I have access to a bunch of their content but I’m 1 star unhappy that this app stinks.",1,False,Clunky app but having access to Vice is priceless,ModemmeX
94,2017-09-17 14:25:50,,"I love the idea behind this app. However, as a totally blind iPhone user who uses apple's built in screen reader Voiceover I find it difficult to use this app.
Reading stories on the main tab works fine, but the tabs themselves are unlabeled. This means all I hear along the bottom of my screen is ""tab, 1 of 4. Tab, 2 of 4."" And so on.
Adding some labels that voiceover can read to give me a more inclusive experience would be greatly appreciated.",1,False,"Great concept, just needs more labels",JohnL1129
95,2015-02-28 09:25:07,,"A very well designed and thought out layout for your content. Displays it very well to the reader, and is super user friendly. It's not main stream media so I could care less about the typos and missing spaces. Keep up the good work!!",5,False,Elegant App,altCrypt0
96,2015-02-28 07:05:34,,"Fix the line spacing bug already.  Every couple sentences a space is missing between words.  Vice is a fantastic news source with great content, but this one stupid, simple bug kind of ruins it.  Update after update this issue persists.  You are a cutting edge media company with a target demo that overwhelmingly prefers to get content through mobile, how have you not fixed this yet?",2,False,This App could be so much better,NJTransplant
97,2016-02-27 18:48:02,,"I used to really enjoy this app, but the video ads are so aggressive it's to the point I am unable to even scroll and choose a story to read. Bummed. My use of the app has declined considerable since these new video ads have been added. Find a new medium to advertise Vice! Your app is becoming as bad as the click bait articles on Facebook.... Anything to make a buck though I guess, even if it does prevent your readers from actually reading...",1,False,Video ads are out of control,Christinef610
98,2017-05-24 11:48:50,,"The app is designed Just as well as the website. In some stories there are ""blank spots"" but after checking a story on the app vs. the website, it is just advertising. Nothing vital to the story though. Keep up the good work guys!",5,False,I love Vice's designer!,monst3renergy93
